"domain","model","value","datatype"
"animals","animals ~ occupations",0.0427481558930019,"permuted"
"animals","animals ~ foods",0.0302017208970803,"permuted"
"animals","animals ~ occupations",0.00560667865773527,"permuted"
"animals","animals ~ foods",0.00940447602786607,"permuted"
"animals","animals ~ occupations",0.00772248428814701,"permuted"
"animals","animals ~ foods",0.0512434234868517,"permuted"
"animals","animals ~ occupations",0.0437831584703172,"permuted"
"animals","animals ~ foods",0.0000944019051579659,"permuted"
"animals","animals ~ occupations",0.106374933674246,"permuted"
"animals","animals ~ foods",0.0107324616770261,"permuted"
"animals","animals ~ occupations",0.012333365790297,"permuted"
"animals","animals ~ foods",0.00267481185156501,"permuted"
"animals","animals ~ occupations",0.0187581505726694,"permuted"
"animals","animals ~ foods",0.00338931432496323,"permuted"
"animals","animals ~ occupations",0.00502549550287239,"permuted"
"animals","animals ~ foods",0.0000125708901405372,"permuted"
"animals","animals ~ occupations",0.0297174646426936,"permuted"
"animals","animals ~ foods",0.0809317459525056,"permuted"
"animals","animals ~ occupations",0.00575689530958682,"permuted"
"animals","animals ~ foods",0.101658220245341,"permuted"
"animals","animals ~ occupations",0.00930937499062786,"permuted"
"animals","animals ~ foods",0.0139601708226484,"permuted"
"animals","animals ~ occupations",0.00885381891619267,"permuted"
"animals","animals ~ foods",0.0181523954042403,"permuted"
"animals","animals ~ occupations",0.0551410549270593,"permuted"
"animals","animals ~ foods",0.00275427350671212,"permuted"
"animals","animals ~ occupations",0.0653881486909554,"permuted"
"animals","animals ~ foods",0.00064464480579531,"permuted"
"animals","animals ~ occupations",0.000496785467946507,"permuted"
"animals","animals ~ foods",0.00740025178907081,"permuted"
"animals","animals ~ occupations",0.00305005388705133,"permuted"
"animals","animals ~ foods",0.0114778155969482,"permuted"
"animals","animals ~ occupations",0.00793827554767834,"permuted"
"animals","animals ~ foods",0.0580496189013701,"permuted"
"animals","animals ~ occupations",0.118938071077344,"permuted"
"animals","animals ~ foods",0.0191046138228284,"permuted"
"animals","animals ~ occupations",0.117411986085547,"permuted"
"animals","animals ~ foods",0.00446038108148892,"permuted"
"animals","animals ~ occupations",0.00793274080741562,"permuted"
"animals","animals ~ foods",0.0000390596045797277,"permuted"
"animals","animals ~ occupations",0.00265273249288888,"permuted"
"animals","animals ~ foods",0.00138902570254594,"permuted"
"animals","animals ~ occupations",0.0241653411198962,"permuted"
"animals","animals ~ foods",0.000849332578251962,"permuted"
"animals","animals ~ occupations",0.0239371558619238,"permuted"
"animals","animals ~ foods",0.0229626932170336,"permuted"
"animals","animals ~ occupations",0.00247063054911883,"permuted"
"animals","animals ~ foods",0.00305942285887701,"permuted"
"animals","animals ~ occupations",0.0339208611844468,"permuted"
"animals","animals ~ foods",0.0918651700343342,"permuted"
"animals","animals ~ occupations",0.0407941431780499,"permuted"
"animals","animals ~ foods",0.00245714067874499,"permuted"
"animals","animals ~ occupations",0.00722349210027837,"permuted"
"animals","animals ~ foods",0.100146737318621,"permuted"
"animals","animals ~ occupations",0.0186727571845863,"permuted"
"animals","animals ~ foods",0.0174776207168312,"permuted"
"animals","animals ~ occupations",0.0223063287751986,"permuted"
"animals","animals ~ foods",0.224643561528796,"permuted"
"animals","animals ~ occupations",0.00790523500279874,"permuted"
"animals","animals ~ foods",0.0354323858432107,"permuted"
"animals","animals ~ occupations",0.0662402171841019,"permuted"
"animals","animals ~ foods",0.092372146860945,"permuted"
"animals","animals ~ occupations",0.095566101792729,"permuted"
"animals","animals ~ foods",0.0112353683742223,"permuted"
"animals","animals ~ occupations",0.15057544516251,"permuted"
"animals","animals ~ foods",0.000533172026175051,"permuted"
"animals","animals ~ occupations",0.000125841020941087,"permuted"
"animals","animals ~ foods",0.0132473532170419,"permuted"
"animals","animals ~ occupations",0.0192844509542671,"permuted"
"animals","animals ~ foods",0.138334706171661,"permuted"
"animals","animals ~ occupations",0.0168718447372594,"permuted"
"animals","animals ~ foods",0.0176674449443566,"permuted"
"animals","animals ~ occupations",0.0425394778030132,"permuted"
"animals","animals ~ foods",0.0633046755034041,"permuted"
"animals","animals ~ occupations",0.00346455595625408,"permuted"
"animals","animals ~ foods",0.015051101820228,"permuted"
"animals","animals ~ occupations",0.00225731523751457,"permuted"
"animals","animals ~ foods",0.0454271609547494,"permuted"
"animals","animals ~ occupations",0.079489485767153,"permuted"
"animals","animals ~ foods",0.153617756456575,"permuted"
"animals","animals ~ occupations",0.0383199447531773,"permuted"
"animals","animals ~ foods",0.0371949483121625,"permuted"
"animals","animals ~ occupations",0.000950025655507471,"permuted"
"animals","animals ~ foods",0.0613780183068494,"permuted"
"animals","animals ~ occupations",0.0105763974018755,"permuted"
"animals","animals ~ foods",0.0074403222098396,"permuted"
"animals","animals ~ occupations",0.0182939006504399,"permuted"
"animals","animals ~ foods",0.000566231285255943,"permuted"
"animals","animals ~ occupations",0.0189837833931528,"permuted"
"animals","animals ~ foods",0.00609191317343613,"permuted"
"animals","animals ~ occupations",0.145023966019183,"permuted"
"animals","animals ~ foods",0.00108940518137134,"permuted"
"animals","animals ~ occupations",0.00168070439964056,"permuted"
"animals","animals ~ foods",0.00777616986895861,"permuted"
"animals","animals ~ occupations",0.00294334405906585,"permuted"
"animals","animals ~ foods",0.00605207109072925,"permuted"
"animals","animals ~ occupations",0.0724184623828452,"permuted"
"animals","animals ~ foods",0.0209246816391323,"permuted"
"animals","animals ~ occupations",0.0725875551527625,"permuted"
"animals","animals ~ foods",0.000439055186435767,"permuted"
"animals","animals ~ occupations",0.0174888631439487,"permuted"
"animals","animals ~ foods",0.0742505709272119,"permuted"
"animals","animals ~ occupations",0.053095923219439,"permuted"
"animals","animals ~ foods",0.0006731317718188,"permuted"
"animals","animals ~ occupations",0.0295882372903586,"permuted"
"animals","animals ~ foods",0.0428108937639027,"permuted"
"animals","animals ~ occupations",0.0891319696280036,"permuted"
"animals","animals ~ foods",0.0412527504996418,"permuted"
"animals","animals ~ occupations",0.011133497251842,"permuted"
"animals","animals ~ foods",0.132684743869837,"permuted"
"animals","animals ~ occupations",0.00206471468632405,"permuted"
"animals","animals ~ foods",0.0000195500270358902,"permuted"
"animals","animals ~ occupations",0.0527693949971299,"permuted"
"animals","animals ~ foods",0.0420960750731371,"permuted"
"animals","animals ~ occupations",0.0064467179376969,"permuted"
"animals","animals ~ foods",0.043065556057016,"permuted"
"animals","animals ~ occupations",0.00394235449547946,"permuted"
"animals","animals ~ foods",0.0402204818509739,"permuted"
"animals","animals ~ occupations",0.0561212559980739,"permuted"
"animals","animals ~ foods",0.0475036883183156,"permuted"
"animals","animals ~ occupations",0.0000010096569686603,"permuted"
"animals","animals ~ foods",0.00139012441907285,"permuted"
"animals","animals ~ occupations",0.00362121285978678,"permuted"
"animals","animals ~ foods",0.0116908792710009,"permuted"
"animals","animals ~ occupations",0.0275034847110802,"permuted"
"animals","animals ~ foods",0.104632235105059,"permuted"
"animals","animals ~ occupations",0.000433695648210534,"permuted"
"animals","animals ~ foods",0.0919996239136451,"permuted"
"animals","animals ~ occupations",0.0205904215826025,"permuted"
"animals","animals ~ foods",0.00831510229265586,"permuted"
"animals","animals ~ occupations",0.00496510978815394,"permuted"
"animals","animals ~ foods",0.0324075053233794,"permuted"
"animals","animals ~ occupations",0.033900492592673,"permuted"
"animals","animals ~ foods",0.0134478394167134,"permuted"
"animals","animals ~ occupations",0.035594807378093,"permuted"
"animals","animals ~ foods",0.0719409082678976,"permuted"
"animals","animals ~ occupations",0.0166786214953659,"permuted"
"animals","animals ~ foods",0.0233086857251158,"permuted"
"animals","animals ~ occupations",0.00342331967870249,"permuted"
"animals","animals ~ foods",0.0207449940818008,"permuted"
"animals","animals ~ occupations",0.0000394310146260219,"permuted"
"animals","animals ~ foods",0.0794189079390828,"permuted"
"animals","animals ~ occupations",0.0244235494347777,"permuted"
"animals","animals ~ foods",0.0233321929648128,"permuted"
"animals","animals ~ occupations",0.00000285925618329293,"permuted"
"animals","animals ~ foods",0.0123252315702877,"permuted"
"animals","animals ~ occupations",0.000511457565893462,"permuted"
"animals","animals ~ foods",0.0104149945053632,"permuted"
"animals","animals ~ occupations",0.00787345268957048,"permuted"
"animals","animals ~ foods",0.320309995562349,"permuted"
"animals","animals ~ occupations",0.00591238733002681,"permuted"
"animals","animals ~ foods",0.0102350790283697,"permuted"
"animals","animals ~ occupations",0.0446333812435013,"permuted"
"animals","animals ~ foods",0.0622344873542214,"permuted"
"animals","animals ~ occupations",0.0220430503136787,"permuted"
"animals","animals ~ foods",0.00185364484457141,"permuted"
"animals","animals ~ occupations",0.0402102857344721,"permuted"
"animals","animals ~ foods",0.0595118957780139,"permuted"
"animals","animals ~ occupations",0.0130472892298492,"permuted"
"animals","animals ~ foods",0.0184937087043451,"permuted"
"animals","animals ~ occupations",0.0786902956683855,"permuted"
"animals","animals ~ foods",0.00774559021387527,"permuted"
"animals","animals ~ occupations",0.000015136814381183,"permuted"
"animals","animals ~ foods",0.00795460418497475,"permuted"
"animals","animals ~ occupations",0.0140067754185274,"permuted"
"animals","animals ~ foods",0.000001725860399091,"permuted"
"animals","animals ~ occupations",0.0176663768701207,"permuted"
"animals","animals ~ foods",0.0587838111078496,"permuted"
"animals","animals ~ occupations",0.0657045240121799,"permuted"
"animals","animals ~ foods",0.00535344444385008,"permuted"
"animals","animals ~ occupations",0.00571493360362483,"permuted"
"animals","animals ~ foods",0.00240680554520247,"permuted"
"animals","animals ~ occupations",0.0732635741651534,"permuted"
"animals","animals ~ foods",0.0991660176030498,"permuted"
"animals","animals ~ occupations",0.0836250764830703,"permuted"
"animals","animals ~ foods",0.0234942626635228,"permuted"
"animals","animals ~ occupations",0.00402016356110697,"permuted"
"animals","animals ~ foods",0.00279441166656376,"permuted"
"animals","animals ~ occupations",0.00104894357922691,"permuted"
"animals","animals ~ foods",0.0651728468731891,"permuted"
"animals","animals ~ occupations",0.00719589688811244,"permuted"
"animals","animals ~ foods",0.000941819794216599,"permuted"
"animals","animals ~ occupations",0.091356183837721,"permuted"
"animals","animals ~ foods",0.0211638444992711,"permuted"
"animals","animals ~ occupations",0.05085779022058,"permuted"
"animals","animals ~ foods",0.0107717702618609,"permuted"
"animals","animals ~ occupations",0.082534420189038,"permuted"
"animals","animals ~ foods",0.186289170683423,"permuted"
"animals","animals ~ occupations",0.048696394763285,"permuted"
"animals","animals ~ foods",0.0581269770410745,"permuted"
"animals","animals ~ occupations",0.0641998755021554,"permuted"
"animals","animals ~ foods",0.06229919998792,"permuted"
"animals","animals ~ occupations",0.0398325399418387,"permuted"
"animals","animals ~ foods",0.0077101497586817,"permuted"
"animals","animals ~ occupations",0.008950777826531,"permuted"
"animals","animals ~ foods",0.14443299610627,"permuted"
"animals","animals ~ occupations",0.0879488896139213,"permuted"
"animals","animals ~ foods",0.0131608845939145,"permuted"
"animals","animals ~ occupations",0.0491835522578285,"permuted"
"animals","animals ~ foods",0.00109902144660985,"permuted"
"animals","animals ~ occupations",0.132046251289162,"permuted"
"animals","animals ~ foods",0.0468536577827394,"permuted"
"animals","animals ~ occupations",0.000878385081319973,"permuted"
"animals","animals ~ foods",0.00158751848785292,"permuted"
"animals","animals ~ occupations",0.0235631378026577,"permuted"
"animals","animals ~ foods",0.0000714209624356932,"permuted"
"animals","animals ~ occupations",0.0111114904083707,"permuted"
"animals","animals ~ foods",0.0310466779855383,"permuted"
"animals","animals ~ occupations",0.00660189231435168,"permuted"
"animals","animals ~ foods",0.0319573013930443,"permuted"
"animals","animals ~ occupations",0.027090062535382,"permuted"
"animals","animals ~ foods",0.00138086189852057,"permuted"
"animals","animals ~ occupations",0.00664654993410544,"permuted"
"animals","animals ~ foods",0.0213837740194877,"permuted"
"animals","animals ~ occupations",0.00619123988458587,"permuted"
"animals","animals ~ foods",0.0153911025504901,"permuted"
"animals","animals ~ occupations",0.00360961860506814,"permuted"
"animals","animals ~ foods",0.160779340874502,"permuted"
"animals","animals ~ occupations",0.00303074067220408,"permuted"
"animals","animals ~ foods",0.0329269664556434,"permuted"
"animals","animals ~ occupations",0.00126657498955741,"permuted"
"animals","animals ~ foods",0.0648441327120796,"permuted"
"animals","animals ~ occupations",0.0115870003849554,"permuted"
"animals","animals ~ foods",0.00000373578044430704,"permuted"
"animals","animals ~ occupations",0.0699158238593885,"permuted"
"animals","animals ~ foods",0.0270408733952896,"permuted"
"animals","animals ~ occupations",0.0170228023415311,"permuted"
"animals","animals ~ foods",0.00454932975823239,"permuted"
"animals","animals ~ occupations",0.101204565248762,"permuted"
"animals","animals ~ foods",0.0109519427241386,"permuted"
"animals","animals ~ occupations",0.00171256723512653,"permuted"
"animals","animals ~ foods",0.0106520958389502,"permuted"
"animals","animals ~ occupations",0.00511663274046514,"permuted"
"animals","animals ~ foods",0.0271776314308242,"permuted"
"animals","animals ~ occupations",0.0481621446820351,"permuted"
"animals","animals ~ foods",0.0294195189359337,"permuted"
"animals","animals ~ occupations",0.0205301902918511,"permuted"
"animals","animals ~ foods",0.0541488527890188,"permuted"
"animals","animals ~ occupations",0.00263754352088277,"permuted"
"animals","animals ~ foods",0.000934923878219566,"permuted"
"animals","animals ~ occupations",0.143886795066612,"permuted"
"animals","animals ~ foods",0.0128551894726289,"permuted"
"animals","animals ~ occupations",0.00909574168218925,"permuted"
"animals","animals ~ foods",0.033794965666906,"permuted"
"animals","animals ~ occupations",0.000831647812090199,"permuted"
"animals","animals ~ foods",0.00759861213449731,"permuted"
"animals","animals ~ occupations",0.000360616829698044,"permuted"
"animals","animals ~ foods",0.0315945343357935,"permuted"
"animals","animals ~ occupations",0.0808810981784872,"permuted"
"animals","animals ~ foods",0.0741157652383748,"permuted"
"animals","animals ~ occupations",0.0987242937683596,"permuted"
"animals","animals ~ foods",0.0147692211444716,"permuted"
"animals","animals ~ occupations",0.00937919488101979,"permuted"
"animals","animals ~ foods",0.0116724090328918,"permuted"
"animals","animals ~ occupations",0.0124760495538753,"permuted"
"animals","animals ~ foods",0.034930853843124,"permuted"
"animals","animals ~ occupations",0.0935993097147822,"permuted"
"animals","animals ~ foods",0.00146450575289567,"permuted"
"animals","animals ~ occupations",0.0016350727360783,"permuted"
"animals","animals ~ foods",0.0232764569595173,"permuted"
"animals","animals ~ occupations",0.000158239644660922,"permuted"
"animals","animals ~ foods",0.00550378666649457,"permuted"
"animals","animals ~ occupations",0.000237538089570004,"permuted"
"animals","animals ~ foods",0.22999177281724,"permuted"
"animals","animals ~ occupations",0.0204420431141575,"permuted"
"animals","animals ~ foods",0.0119341320571588,"permuted"
"animals","animals ~ occupations",0.184029580792905,"permuted"
"animals","animals ~ foods",0.000727107712998439,"permuted"
"animals","animals ~ occupations",0.0423866399340558,"permuted"
"animals","animals ~ foods",0.0493310179447292,"permuted"
"animals","animals ~ occupations",0.0136750945913512,"permuted"
"animals","animals ~ foods",0.00819866268105105,"permuted"
"animals","animals ~ occupations",0.178908847381909,"permuted"
"animals","animals ~ foods",0.0097752228442154,"permuted"
"animals","animals ~ occupations",0.0236653129192052,"permuted"
"animals","animals ~ foods",0.00929701717887341,"permuted"
"animals","animals ~ occupations",0.000378894670290088,"permuted"
"animals","animals ~ foods",0.0752704672487767,"permuted"
"animals","animals ~ occupations",0.00453308922824901,"permuted"
"animals","animals ~ foods",0.0885693637130577,"permuted"
"animals","animals ~ occupations",0.141112540787352,"permuted"
"animals","animals ~ foods",0.000253876555968843,"permuted"
"animals","animals ~ occupations",0.0570850478859838,"permuted"
"animals","animals ~ foods",0.00419425247504616,"permuted"
"animals","animals ~ occupations",0.010049372820762,"permuted"
"animals","animals ~ foods",0.0193923391424567,"permuted"
"animals","animals ~ occupations",0.0405869761518315,"permuted"
"animals","animals ~ foods",0.0850817866743591,"permuted"
"animals","animals ~ occupations",0.0980474213152494,"permuted"
"animals","animals ~ foods",0.0622257285357194,"permuted"
"animals","animals ~ occupations",0.0841390917031961,"permuted"
"animals","animals ~ foods",0.00764441596009223,"permuted"
"animals","animals ~ occupations",0.00344354963498818,"permuted"
"animals","animals ~ foods",0.062438058243229,"permuted"
"animals","animals ~ occupations",0.0234358488804898,"permuted"
"animals","animals ~ foods",0.00161864635237512,"permuted"
"animals","animals ~ occupations",0.0283400741553507,"permuted"
"animals","animals ~ foods",0.0633370298386903,"permuted"
"animals","animals ~ occupations",0.00240669411690032,"permuted"
"animals","animals ~ foods",0.0945140572691809,"permuted"
"animals","animals ~ occupations",0.0052233643485949,"permuted"
"animals","animals ~ foods",0.00178926084925051,"permuted"
"animals","animals ~ occupations",0.0474957634754755,"permuted"
"animals","animals ~ foods",0.0331133841132899,"permuted"
"animals","animals ~ occupations",0.0843917336955158,"permuted"
"animals","animals ~ foods",0.0900779044482429,"permuted"
"animals","animals ~ occupations",0.00651869841271501,"permuted"
"animals","animals ~ foods",0.064180880313026,"permuted"
"animals","animals ~ occupations",0.0877423718395675,"permuted"
"animals","animals ~ foods",0.00635522130760552,"permuted"
"animals","animals ~ occupations",0.000310284259174924,"permuted"
"animals","animals ~ foods",0.0095385585261851,"permuted"
"animals","animals ~ occupations",0.0385752243696089,"permuted"
"animals","animals ~ foods",0.0324466725205461,"permuted"
"animals","animals ~ occupations",0.00269573314825554,"permuted"
"animals","animals ~ foods",0.0406928569156124,"permuted"
"animals","animals ~ occupations",0.0271546374883272,"permuted"
"animals","animals ~ foods",0.101168888459217,"permuted"
"animals","animals ~ occupations",0.014788607916451,"permuted"
"animals","animals ~ foods",0.00878230331146302,"permuted"
"animals","animals ~ occupations",0.00789554247653673,"permuted"
"animals","animals ~ foods",0.0448317603229727,"permuted"
"animals","animals ~ occupations",0.1067389415945,"permuted"
"animals","animals ~ foods",0.0155061802984008,"permuted"
"animals","animals ~ occupations",0.00161364957617035,"permuted"
"animals","animals ~ foods",0.0166670121185196,"permuted"
"animals","animals ~ occupations",0.0245196645903092,"permuted"
"animals","animals ~ foods",0.00851897492333512,"permuted"
"animals","animals ~ occupations",0.164307675384012,"permuted"
"animals","animals ~ foods",0.0140517015927092,"permuted"
"animals","animals ~ occupations",0.0251105146252102,"permuted"
"animals","animals ~ foods",0.021056910156903,"permuted"
"animals","animals ~ occupations",0.000838072879372803,"permuted"
"animals","animals ~ foods",0.00986070719692785,"permuted"
"animals","animals ~ occupations",0.0111171849004926,"permuted"
"animals","animals ~ foods",0.000856958074884075,"permuted"
"animals","animals ~ occupations",0.034803170941091,"permuted"
"animals","animals ~ foods",0.081463604881939,"permuted"
"animals","animals ~ occupations",0.0334838817967854,"permuted"
"animals","animals ~ foods",0.000580436789937578,"permuted"
"animals","animals ~ occupations",0.000376732595249432,"permuted"
"animals","animals ~ foods",0.0177185899721552,"permuted"
"animals","animals ~ occupations",0.0000395638804514755,"permuted"
"animals","animals ~ foods",0.06063473142181,"permuted"
"animals","animals ~ occupations",0.0235271656394897,"permuted"
"animals","animals ~ foods",0.126468113579342,"permuted"
"animals","animals ~ occupations",0.118676914824241,"permuted"
"animals","animals ~ foods",0.0400573162054868,"permuted"
"animals","animals ~ occupations",0.00127948229069544,"permuted"
"animals","animals ~ foods",0.000124327447306755,"permuted"
"animals","animals ~ occupations",0.117062461905199,"permuted"
"animals","animals ~ foods",0.012059742462501,"permuted"
"animals","animals ~ occupations",0.0539933066960155,"permuted"
"animals","animals ~ foods",0.0549455562864816,"permuted"
"animals","animals ~ occupations",0.0192195349084917,"permuted"
"animals","animals ~ foods",0.00332591749674291,"permuted"
"animals","animals ~ occupations",0.0000421777808685918,"permuted"
"animals","animals ~ foods",0.110034897622167,"permuted"
"animals","animals ~ occupations",0.0197547579013356,"permuted"
"animals","animals ~ foods",0.0215419132303767,"permuted"
"animals","animals ~ occupations",0.00211563144425518,"permuted"
"animals","animals ~ foods",0.00563770009402185,"permuted"
"animals","animals ~ occupations",0.00167612271708274,"permuted"
"animals","animals ~ foods",0.00000478620160621618,"permuted"
"animals","animals ~ occupations",0.0225865784152969,"permuted"
"animals","animals ~ foods",0.044194734123339,"permuted"
"animals","animals ~ occupations",0.178236345391353,"permuted"
"animals","animals ~ foods",0.0626396940298801,"permuted"
"animals","animals ~ occupations",0.0930642796517325,"permuted"
"animals","animals ~ foods",0.0376991863151088,"permuted"
"animals","animals ~ occupations",0.00289826349395054,"permuted"
"animals","animals ~ foods",0.0380216360294408,"permuted"
"animals","animals ~ occupations",0.0648190278065758,"permuted"
"animals","animals ~ foods",0.00292653434320001,"permuted"
"animals","animals ~ occupations",0.0000564010733076704,"permuted"
"animals","animals ~ foods",0.00218630423079925,"permuted"
"animals","animals ~ occupations",0.0721687605042069,"permuted"
"animals","animals ~ foods",0.0451288340359071,"permuted"
"animals","animals ~ occupations",0.0404512433424356,"permuted"
"animals","animals ~ foods",0.0151875051663878,"permuted"
"animals","animals ~ occupations",0.0499999448598436,"permuted"
"animals","animals ~ foods",0.0480676299972207,"permuted"
"animals","animals ~ occupations",0.0148304103273594,"permuted"
"animals","animals ~ foods",0.1536243273317,"permuted"
"animals","animals ~ occupations",0.0166547179297391,"permuted"
"animals","animals ~ foods",0.0350933528809251,"permuted"
"animals","animals ~ occupations",0.0108434596050745,"permuted"
"animals","animals ~ foods",0.00255366161092617,"permuted"
"animals","animals ~ occupations",0.00308330865337089,"permuted"
"animals","animals ~ foods",0.0516874595225028,"permuted"
"animals","animals ~ occupations",0.0035876841004915,"permuted"
"animals","animals ~ foods",0.107684183301563,"permuted"
"animals","animals ~ occupations",0.0221468150162357,"permuted"
"animals","animals ~ foods",0.236875519853856,"permuted"
"animals","animals ~ occupations",0.00588017314686514,"permuted"
"animals","animals ~ foods",0.00335007040030419,"permuted"
"animals","animals ~ occupations",0.0104750786047325,"permuted"
"animals","animals ~ foods",0.00125612279760062,"permuted"
"animals","animals ~ occupations",0.0300829040059002,"permuted"
"animals","animals ~ foods",0.0240863589229984,"permuted"
"animals","animals ~ occupations",0.0178665186863017,"permuted"
"animals","animals ~ foods",0.0833436670928606,"permuted"
"animals","animals ~ occupations",0.00121956607854437,"permuted"
"animals","animals ~ foods",0.00281225739201618,"permuted"
"animals","animals ~ occupations",0.00150283280118325,"permuted"
"animals","animals ~ foods",0.0092536271103184,"permuted"
"animals","animals ~ occupations",0.0184726617381661,"permuted"
"animals","animals ~ foods",0.111618055288028,"permuted"
"animals","animals ~ occupations",0.0119007567214178,"permuted"
"animals","animals ~ foods",0.0840555004769826,"permuted"
"animals","animals ~ occupations",0.256570801861886,"permuted"
"animals","animals ~ foods",0.0158608088505036,"permuted"
"animals","animals ~ occupations",0.0104290375868279,"permuted"
"animals","animals ~ foods",0.00250600067131217,"permuted"
"animals","animals ~ occupations",0.16144529886814,"permuted"
"animals","animals ~ foods",0.00227438625969216,"permuted"
"animals","animals ~ occupations",0.0000495538279626335,"permuted"
"animals","animals ~ foods",0.00243878694401082,"permuted"
"animals","animals ~ occupations",0.000633498707983112,"permuted"
"animals","animals ~ foods",0.000492646071489965,"permuted"
"animals","animals ~ occupations",0.0665947523518709,"permuted"
"animals","animals ~ foods",0.110360663182415,"permuted"
"animals","animals ~ occupations",0.00185927964586675,"permuted"
"animals","animals ~ foods",0.00111938956364854,"permuted"
"animals","animals ~ occupations",0.0129159565413711,"permuted"
"animals","animals ~ foods",0.0014290410073633,"permuted"
"animals","animals ~ occupations",0.0311181258659338,"permuted"
"animals","animals ~ foods",0.0192753873134547,"permuted"
"animals","animals ~ occupations",0.0831737542724898,"permuted"
"animals","animals ~ foods",0.011069699213517,"permuted"
"animals","animals ~ occupations",0.0000470777148457966,"permuted"
"animals","animals ~ foods",0.137935301869559,"permuted"
"animals","animals ~ occupations",0.0450460914093521,"permuted"
