"ID","subject","prev_word","current_word","response_number","response","rt"
657962337,"50002","hawk","parrot",17,0,"937"
657962337,"50002","parrot","cockatoo",18,0,"1103"
657962337,"50002","cockatoo","puma",19,1,"1368"
657962337,"50002","puma","lion",20,0,"1571"
657962337,"50002","lion","tiger",21,0,"980"
657962337,"50002","tiger","zebra",22,0,"2309"
657962337,"50002","zebra","deer",23,0,"1800"
657962337,"50002","deer","moose",24,0,"1398"
657962337,"50002","moose","bear",25,0,"2585"
657962337,"50002","bear","polar bear",26,0,"1483"
657962337,"50002","polar bear","salmon",27,1,"1590"
657962337,"50002","salmon","fish",28,0,"1530"
657962337,"50002","fish","tilapia",29,0,"1426"
657962337,"50002","tilapia","starfish",30,1,"2289"
657962337,"50002","starfish","seahorse",31,1,"2362"
657962337,"50002","seahorse","shark",32,1,"1402"
657962337,"50002","shark","dolphin",33,1,"2031"
657962337,"50002","dolphin","whale",34,0,"2234"
657962337,"50002","whale","manatee",35,0,"3135"
657962337,"50002","manatee","gecko",36,1,"1291"
657962337,"50002","gecko","salamander",37,0,"1620"
657962337,"50002","salamander","robin",38,1,"3254"
657962337,"50002","robin","cardinal",39,0,"1402"
657962337,"50002","cardinal","fly",40,1,"1919"
657962337,"50002","fly","pill bug",41,0,"1798"
657962337,"50002","pill bug","round worm",42,0,"1401"
657962337,"50002","round worm","regular worm",43,0,"1137"
657962337,"50002","regular worm","earth worm",44,0,"3311"
657962337,"50002","earth worm","bobcat",45,1,"1435"
657962337,"50002","bobcat","caribou",46,1,"1507"
657962337,"50002","caribou","buffalo",47,1,"1615"
657962337,"50002","buffalo","sugar glider",48,1,"1591"
657962337,"50002","sugar glider","chimpanzee",49,1,"1430"
657962337,"50002","chimpanzee","lemur",50,1,"1297"
657962337,"50002","lemur","elk",51,1,"1513"
657962337,"50002","elk","guinea pig",52,1,"1000"
657962337,"50002","guinea pig","chinchilla",53,0,"1701"
657962337,"50002","chinchilla","porcupine",54,1,"1951"
657962337,"50002","porcupine","hedgehog",55,0,"1907"
657962337,"50002","hedgehog","panda",56,1,"1234"
657962337,"50002","panda","possum",57,1,"1310"
657962337,"50002","possum","opossum",58,1,"1430"
657962337,"50002","opossum","axolotl",59,1,"1391"
657962337,"50002","axolotl","iguana",60,1,"1799"
657962337,"50002","iguana","python",61,0,"1230"
657962337,"50002","python","boa constrictor",62,0,"2042"
657962337,"50002","boa constrictor","elephant",63,1,"1212"
657962337,"50002","elephant","quokka",64,1,"2521"
657962337,"787","cat","dog",2,0,"1729"
657962337,"787","dog","mouse",3,0,"1563"
657962337,"787","mouse","rat",4,1,"1177"
657962337,"787","rat","human",5,1,"1647"
657962337,"787","human","elephant",6,1,"2274"
657962337,"787","elephant","house",7,1,"2248"
657962337,"787","house","donkey",8,1,"2030"
657962337,"787","donkey","tiger",9,0,"1919"
657962337,"787","tiger","bear",10,0,"1620"
657962337,"787","bear","polar bear",11,0,"1255"
657962337,"787","polar bear","lion",12,0,"1372"
657962337,"787","lion","camel",13,0,"949"
657962337,"787","camel","cobra",14,0,"1145"
657962337,"787","cobra","snake",15,0,"1211"
657962337,"787","snake","viper",16,0,"1001"
657962337,"787","viper","qilin",17,0,"1672"
657962337,"787","qilin","cow",18,1,"1788"
657962337,"787","cow","ox",19,0,"1173"
657962337,"787","ox","bull",20,0,"1022"
657962337,"787","bull","bat",21,1,"1148"
657962337,"787","bat","bird",22,1,"1236"
657962337,"787","bird","haw",23,1,"1600"
657962337,"787","haw","wolf",24,1,"1321"
657962337,"787","wolf","jaguar",25,1,"1297"
657962337,"787","jaguar","puma",26,0,"1311"
657962337,"787","puma","fish",27,1,"1738"
657962337,"787","fish","shake",28,1,"2902"
657962337,"787","shake","seahorse",29,1,"2496"
657962337,"787","seahorse","sea star",30,1,"1670"
657962337,"787","sea star","sea elephant",31,1,"1602"
657962337,"787","sea elephant","hen",32,1,"1474"
657962337,"787","hen","chicken",33,0,"1081"
657962337,"787","chicken","goose",34,0,"1379"
657962337,"787","goose","duck",35,0,"1081"
657962337,"787","duck","pig",36,1,"1157"
657962337,"787","pig","lamb",37,1,"1593"
657962337,"787","lamb","goat",38,0,"1086"
657962337,"787","goat","sheep",39,0,"1276"
657962337,"787","sheep","giraffe",40,1,"1393"
657962337,"787","giraffe","sea lion",41,1,"1570"
657962337,"198","dog","cat",2,0,"3251"
657962337,"198","cat","mouse",3,0,"2576"
657962337,"198","mouse","tiger",4,1,"1282"
657962337,"198","tiger","lion",5,0,"1591"
657962337,"198","lion","bear",6,0,"1332"
657962337,"198","bear","cheetah",7,0,"1181"
657962337,"198","cheetah","skunk",8,1,"1787"
657962337,"198","skunk","raccoon",9,0,"1330"
657962337,"198","raccoon","hamster",10,1,"1202"
657962337,"198","hamster","elephant",11,1,"1105"
657962337,"198","elephant","hippo",12,0,"1673"
657962337,"198","hippo","alligator",13,1,"1120"
657962337,"198","alligator","crocodile",14,0,"1046"
657962337,"198","crocodile","boa constrictor",15,0,"1467"
657962337,"198","boa constrictor","viper",16,0,"1734"
657962337,"198","viper","rattlesnake",17,0,"1077"
657962337,"198","rattlesnake","opossum",18,1,"1577"
657962337,"198","opossum","fox",19,1,"1554"
657962337,"198","fox","deer",20,1,"1150"
657962337,"198","deer","bobcat",21,1,"1266"
657962337,"198","bobcat","bird",22,1,"1105"
657962337,"198","bird","beaver",23,1,"976"
657962337,"198","beaver","groundhog",24,1,"2320"
657962337,"198","groundhog","hyena",25,1,"1149"
657962337,"50017","koala","giraffe",2,1,"1820"
657962337,"50017","giraffe","eagle",3,1,"1034"
657962337,"50017","eagle","panda",4,1,"913"
657962337,"50017","panda","lion",5,1,"1008"
657962337,"50017","lion","toad",6,1,"925"
657962337,"50017","toad","frog",7,0,"1782"
657962337,"50017","frog","fish",8,1,"1505"
657962337,"50017","fish","snake",9,1,"1221"
657962337,"50017","snake","wombat",10,1,"1198"
657962337,"50017","wombat","kangaroo",11,0,"1663"
657962337,"50017","kangaroo","deer",12,1,"1110"
657962337,"50017","deer","moose",13,0,"1626"
657962337,"50017","moose","shark",14,1,"1017"
657962337,"50017","shark","wolf",15,1,"1627"
657962337,"50017","wolf","fox",16,0,"1455"
657962337,"50017","fox","puma",17,1,"1595"
657962337,"50017","puma","leopard",18,1,"1108"
657962337,"50017","leopard","panther",19,0,"1513"
657962337,"50017","panther","boar",20,1,"1127"
657962337,"50017","boar","wildebeest",21,0,"1349"
657962337,"50017","wildebeest","buffalo",22,1,"1302"
657962337,"50017","buffalo","elk",23,0,"2026"
657962337,"50017","elk","condor",24,1,"1526"
657962337,"50017","condor","whale",25,1,"9284"
657962337,"50017","whale","dolphin",26,0,"1477"
657962337,"50017","dolphin","octopus",27,0,"1289"
657962337,"50017","octopus","lobster",28,0,"970"
657962337,"50017","lobster","mouse",29,1,"4715"
657962337,"50017","mouse","mole",30,0,"4802"
657962337,"50017","mole","newt",31,1,"1730"
657962337,"50017","newt","hellbender",32,1,"2328"
657962337,"50017","hellbender","lemur",33,1,"1055"
657962337,"50017","lemur","zebra",34,1,"1945"
657962337,"50017","zebra","squirrel",35,1,"2843"
657962337,"50017","squirrel","raccoon",36,1,"1657"
657962337,"50017","raccoon","possum",37,1,"1625"
657962337,"50017","possum","turtle",38,1,"2679"
657962337,"50017","turtle","dinosaur",39,1,"1841"
657962337,"50017","dinosaur","shrew",40,1,"1131"
657962337,"50017","shrew","crawdad",41,1,"89265"
657962337,"50017","crawdad","worm",42,1,"3433"
657962337,"50017","worm","goat",43,1,"4124"
657962337,"50017","goat","sheep",44,0,"1006"
657962337,"50017","sheep","turkey",45,1,"1150"
657962337,"50017","turkey","cow",46,1,"1217"
657962337,"50017","cow","crocodile",47,1,"1090"
657962337,"50017","crocodile","piranha",48,1,"1385"
657962337,"50017","piranha","catfish",49,1,"1608"
657962337,"50017","catfish","gar",50,0,"1406"
657962337,"50017","gar","crappie",51,1,"2080"
657962337,"50017","crappie","raven",52,1,"1102"
657962337,"50006","dog","cat",2,0,"23494"
657962337,"50006","cat","fish",3,0,"1457"
657962337,"50006","fish","bird",4,0,"1287"
657962337,"50006","bird","horse",5,0,"1031"
657962337,"50006","horse","mule",6,0,"1667"
657962337,"50006","mule","cow",7,0,"1180"
657962337,"50006","cow","raccoon",8,1,"13022"
657962337,"50006","raccoon","pig",9,1,"1449"
657962337,"50006","pig","spider",10,1,"1341"
657962337,"50006","spider","polar bear",11,1,"3427"
657962337,"50006","polar bear","grizzly bear",12,0,"2003"
657962337,"50006","grizzly bear","walrus",13,1,"1582"
657962337,"50006","walrus","whale",14,1,"1583"
657962337,"50006","whale","shrimp",15,0,"1737"
657962337,"50006","shrimp","squirrel",16,1,"3574"
657962337,"50006","squirrel","flamingo",17,1,"1277"
657962337,"50006","flamingo","zebra",18,1,"1134"
657962337,"50006","zebra","gorilla",19,1,"1202"
657962337,"50006","gorilla","orangutan",20,0,"5839"
657962337,"50006","orangutan","shark",21,1,"1309"
657962337,"50006","shark","lizard",22,1,"1321"
657962337,"50006","lizard","komodo dragon",23,0,"4668"
657962337,"50006","komodo dragon","bear",24,1,"1579"
657962337,"50006","bear","tiger",25,0,"1773"
657962337,"50006","tiger","lion",26,0,"1193"
657962337,"50006","lion","antelope",27,1,"1394"
657962337,"50006","antelope","deer",28,0,"3231"
657962337,"50006","deer","cheetah",29,1,"1009"
657962337,"50006","cheetah","jaguar",30,0,"3913"
657962337,"50006","jaguar","puma",31,0,"1194"
657962337,"50006","puma","mountain lion",32,1,"1715"
657962337,"50006","mountain lion","liger",33,1,"1979"
657962337,"50006","liger","swordfish",34,1,"1483"
657962337,"50006","swordfish","cod",35,0,"1385"
657962337,"50006","cod","salmon",36,0,"1177"
657962337,"50006","salmon","giraffe",37,1,"1943"
657962337,"50006","giraffe","ape",38,1,"1973"
657962337,"50006","ape","wolf",39,1,"10768"
657962337,"50006","wolf","koala bear",40,1,"1269"
657962337,"50006","koala bear","dolphin",41,1,"1263"
283316515,"50017","koala","giraffe",2,1,"2341"
283316515,"50017","giraffe","eagle",3,1,"3967"
283316515,"50017","eagle","panda",4,1,"1932"
283316515,"50017","panda","lion",5,1,"1414"
283316515,"50017","lion","toad",6,1,"1515"
283316515,"50017","toad","frog",7,0,"1690"
283316515,"50017","frog","fish",8,1,"2583"
283316515,"50017","fish","snake",9,1,"2267"
283316515,"50017","snake","wombat",10,1,"1282"
283316515,"50017","wombat","kangaroo",11,0,"1572"
283316515,"50017","kangaroo","deer",12,1,"2833"
283316515,"50017","deer","moose",13,0,"1310"
283316515,"50017","moose","shark",14,1,"1849"
283316515,"50017","shark","wolf",15,1,"1663"
283316515,"50017","wolf","fox",16,0,"1688"
283316515,"50017","fox","puma",17,1,"3289"
283316515,"50017","puma","leopard",18,0,"1354"
283316515,"50017","leopard","panther",19,0,"1331"
283316515,"50017","panther","boar",20,1,"1341"
283316515,"50017","boar","wildebeest",21,0,"4418"
283316515,"50017","wildebeest","buffalo",22,0,"2299"
283316515,"50017","buffalo","elk",23,0,"1801"
283316515,"50017","elk","condor",24,1,"1697"
283316515,"50017","condor","whale",25,1,"1400"
283316515,"50017","whale","dolphin",26,0,"1227"
283316515,"50017","dolphin","octopus",27,1,"2766"
283316515,"50017","octopus","lobster",28,0,"1809"
283316515,"50017","lobster","mouse",29,1,"1605"
283316515,"50017","mouse","mole",30,0,"1695"
283316515,"50017","mole","newt",31,1,"1857"
283316515,"50017","newt","hellbender",32,0,"5845"
283316515,"50017","hellbender","lemur",33,1,"2117"
283316515,"50017","lemur","zebra",34,1,"2102"
283316515,"50017","zebra","squirrel",35,1,"1099"
283316515,"50017","squirrel","raccoon",36,0,"2218"
283316515,"50017","raccoon","possum",37,0,"1295"
283316515,"50017","possum","turtle",38,1,"1882"
283316515,"50017","turtle","dinosaur",39,1,"5142"
283316515,"50017","dinosaur","shrew",40,1,"1846"
283316515,"50017","shrew","crawdad",41,1,"6939"
283316515,"50017","crawdad","worm",42,1,"2350"
283316515,"50017","worm","goat",43,1,"1145"
283316515,"50017","goat","sheep",44,0,"1643"
283316515,"50017","sheep","turkey",45,1,"1838"
283316515,"50017","turkey","cow",46,1,"2373"
283316515,"50017","cow","crocodile",47,1,"1232"
283316515,"50017","crocodile","piranha",48,0,"2716"
283316515,"50017","piranha","catfish",49,0,"1731"
283316515,"50017","catfish","gar",50,0,"2200"
283316515,"50017","gar","crappie",51,0,"2527"
283316515,"50017","crappie","raven",52,1,"1408"
283316515,"386","deer","bear",2,1,"2229"
283316515,"386","bear","dog",3,1,"2179"
283316515,"386","dog","cat",4,1,"1244"
283316515,"386","cat","pigeon",5,1,"1212"
283316515,"386","pigeon","bird",6,0,"1204"
283316515,"386","bird","hamster",7,1,"2118"
283316515,"386","hamster","guinea pig",8,0,"1904"
283316515,"386","guinea pig","turtle",9,1,"3413"
283316515,"386","turtle","frog",10,0,"3160"
283316515,"386","frog","worm",11,1,"1314"
283316515,"386","worm","fish",12,1,"1294"
283316515,"386","fish","trout",13,0,"1476"
283316515,"386","trout","sheep",14,1,"1253"
283316515,"386","sheep","goat",15,0,"1328"
283316515,"386","goat","donkey",16,1,"12433"
283316515,"386","donkey","horse",17,0,"1218"
283316515,"386","horse","cow",18,1,"1266"
283316515,"386","cow","ostrich",19,1,"1778"
283316515,"386","ostrich","peacock",20,0,"1666"
283316515,"386","peacock","ground hog",21,1,"3643"
283316515,"386","ground hog","prairie dog",22,0,"5087"
283316515,"386","prairie dog","bison",23,1,"1778"
283316515,"386","bison","buffalo",24,0,"1352"
283316515,"386","buffalo","giraffe",25,1,"5077"
283316515,"386","giraffe","zebra",26,0,"4336"
283316515,"386","zebra","elephant",27,1,"1476"
283316515,"386","elephant","monkey",28,1,"1118"
283316515,"386","monkey","alligator",29,1,"1126"
283316515,"386","alligator","crocodile",30,0,"1369"
283316515,"386","crocodile","snake",31,1,"1696"
283316515,"386","snake","spider",32,1,"2459"
283316515,"386","spider","mice",33,1,"1045"
283316515,"386","mice","rat",34,0,"1501"
283316515,"386","rat","bat",35,0,"4878"
283316515,"198","dog","cat",2,1,"1445"
283316515,"198","cat","mouse",3,1,"1192"
283316515,"198","mouse","tiger",4,1,"1246"
283316515,"198","tiger","lion",5,0,"1166"
283316515,"198","lion","bear",6,1,"1244"
283316515,"198","bear","cheetah",7,1,"1309"
283316515,"198","cheetah","skunk",8,1,"5688"
283316515,"198","skunk","raccoon",9,0,"1293"
283316515,"198","raccoon","hamster",10,1,"3727"
283316515,"198","hamster","elephant",11,1,"1178"
283316515,"198","elephant","hippo",12,0,"1785"
283316515,"198","hippo","alligator",13,1,"1590"
283316515,"198","alligator","crocodile",14,0,"1241"
283316515,"198","crocodile","boa constrictor",15,1,"2222"
283316515,"198","boa constrictor","viper",16,0,"2607"
283316515,"198","viper","rattlesnake",17,0,"1496"
283316515,"198","rattlesnake","opossum",18,1,"2448"
283316515,"198","opossum","fox",19,0,"2362"
283316515,"198","fox","deer",20,1,"1141"
283316515,"198","deer","bobcat",21,1,"1692"
283316515,"198","bobcat","bird",22,1,"1071"
283316515,"198","bird","beaver",23,1,"1712"
283316515,"198","beaver","groundhog",24,0,"2086"
283316515,"198","groundhog","hyena",25,1,"1739"
283316515,"50002","rabbit","rat",2,0,"5260"
283316515,"50002","rat","mouse",3,0,"1393"
283316515,"50002","mouse","cat",4,1,"1035"
283316515,"50002","cat","dog",5,1,"1221"
283316515,"50002","dog","ant",6,1,"1076"
283316515,"50002","ant","bat",7,1,"1122"
283316515,"50002","bat","beetle",8,1,"1575"
283316515,"50002","beetle","snake",9,1,"1269"
283316515,"50002","snake","lizard",10,0,"1652"
283316515,"50002","lizard","camel",11,1,"1077"
283316515,"50002","camel","sheep",12,1,"3657"
283316515,"50002","sheep","goat",13,0,"1719"
283316515,"50002","goat","bird",14,1,"1114"
283316515,"50002","bird","eagle",15,0,"1063"
283316515,"50002","eagle","hawk",16,0,"826"
283316515,"50002","hawk","parrot",17,0,"726"
283316515,"50002","parrot","cockatoo",18,0,"1123"
283316515,"50002","cockatoo","puma",19,1,"1282"
283316515,"50002","puma","lion",20,0,"1348"
283316515,"50002","lion","tiger",21,0,"1083"
283316515,"50002","tiger","zebra",22,1,"1300"
283316515,"50002","zebra","deer",23,1,"2144"
283316515,"50002","deer","moose",24,0,"1772"
283316515,"50002","moose","bear",25,1,"1270"
283316515,"50002","bear","polar bear",26,0,"2103"
283316515,"50002","polar bear","salmon",27,1,"1724"
283316515,"50002","salmon","fish",28,0,"1253"
283316515,"50002","fish","tilapia",29,0,"1717"
283316515,"50002","tilapia","starfish",30,1,"2634"
283316515,"50002","starfish","seahorse",31,0,"1643"
283316515,"50002","seahorse","shark",32,1,"1458"
283316515,"50002","shark","dolphin",33,1,"2498"
283316515,"50002","dolphin","whale",34,0,"1232"
283316515,"50002","whale","manatee",35,0,"1858"
283316515,"50002","manatee","gecko",36,1,"1973"
283316515,"50002","gecko","salamander",37,0,"1697"
283316515,"50002","salamander","robin",38,1,"1738"
283316515,"50002","robin","cardinal",39,0,"5268"
283316515,"50002","cardinal","fly",40,1,"2435"
283316515,"50002","fly","pill bug",41,0,"2905"
283316515,"50002","pill bug","round worm",42,0,"1966"
283316515,"50002","round worm","regular worm",43,0,"1810"
283316515,"50002","regular worm","earth worm",44,0,"1556"
283316515,"50002","earth worm","bobcat",45,1,"1812"
283316515,"50002","bobcat","caribou",46,0,"2202"
283316515,"50002","caribou","buffalo",47,1,"1423"
283316515,"50002","buffalo","sugar glider",48,1,"3344"
283316515,"50002","sugar glider","chimpanzee",49,1,"1548"
283316515,"50002","chimpanzee","lemur",50,1,"1254"
283316515,"50002","lemur","elk",51,1,"2048"
283316515,"50002","elk","guinea pig",52,1,"1482"
283316515,"50002","guinea pig","chinchilla",53,0,"1296"
283316515,"50002","chinchilla","porcupine",54,0,"2050"
283316515,"50002","porcupine","hedgehog",55,0,"1249"
283316515,"50002","hedgehog","panda",56,1,"1636"
283316515,"50002","panda","possum",57,0,"2205"
283316515,"50002","possum","opossum",58,0,"1599"
283316515,"50002","opossum","axolotl",59,1,"2501"
283316515,"50002","axolotl","iguana",60,0,"3826"
283316515,"50002","iguana","python",61,1,"1726"
283316515,"50002","python","boa constrictor",62,0,"1495"
283316515,"50002","boa constrictor","elephant",63,1,"2115"
283316515,"50002","elephant","quokka",64,1,"1598"
283316515,"787","cat","dog",2,1,"1054"
283316515,"787","dog","mouse",3,1,"1598"
283316515,"787","mouse","rat",4,0,"1243"
283316515,"787","rat","human",5,1,"1390"
283316515,"787","human","elephant",6,1,"1584"
283316515,"787","elephant","house",7,1,"3893"
283316515,"787","house","donkey",8,1,"1418"
283316515,"787","donkey","tiger",9,1,"1304"
283316515,"787","tiger","bear",10,1,"979"
283316515,"787","bear","polar bear",11,0,"1426"
283316515,"787","polar bear","lion",12,1,"1497"
283316515,"787","lion","camel",13,1,"1032"
283316515,"787","camel","cobra",14,1,"1731"
283316515,"787","cobra","snake",15,0,"957"
283316515,"787","snake","viper",16,0,"698"
283316515,"787","viper","qilin",17,0,"2769"
283316515,"787","qilin","cow",18,1,"1170"
283316515,"787","cow","ox",19,0,"1228"
283316515,"787","ox","bull",20,0,"840"
283316515,"787","bull","bat",21,1,"1201"
283316515,"787","bat","bird",22,1,"1130"
283316515,"787","bird","haw",23,1,"2280"
283316515,"787","haw","wolf",24,1,"2247"
283316515,"787","wolf","jaguar",25,0,"1329"
283316515,"787","jaguar","puma",26,0,"838"
283316515,"787","puma","fish",27,1,"2608"
283316515,"787","fish","shake",28,1,"2770"
283316515,"787","shake","seahorse",29,1,"3474"
283316515,"787","seahorse","sea star",30,0,"2619"
283316515,"787","sea star","sea elephant",31,0,"1543"
283316515,"787","sea elephant","hen",32,1,"2669"
283316515,"787","hen","chicken",33,0,"1529"
283316515,"787","chicken","goose",34,0,"831"
283316515,"787","goose","duck",35,0,"816"
283316515,"787","duck","pig",36,1,"1130"
283316515,"787","pig","lamb",37,0,"1212"
283316515,"787","lamb","goat",38,0,"743"
283316515,"787","goat","sheep",39,0,"1049"
283316515,"787","sheep","giraffe",40,1,"1230"
283316515,"787","giraffe","sea lion",41,1,"2416"
283316515,"50006","dog","cat",2,1,"1023"
283316515,"50006","cat","fish",3,1,"1228"
283316515,"50006","fish","bird",4,1,"1179"
283316515,"50006","bird","horse",5,1,"990"
283316515,"50006","horse","mule",6,0,"1152"
283316515,"50006","mule","cow",7,1,"1117"
283316515,"50006","cow","raccoon",8,1,"1708"
283316515,"50006","raccoon","pig",9,1,"1540"
283316515,"50006","pig","spider",10,1,"940"
283316515,"50006","spider","polar bear",11,1,"993"
283316515,"50006","polar bear","grizzly bear",12,0,"1671"
283316515,"50006","grizzly bear","walrus",13,1,"1296"
283316515,"50006","walrus","whale",14,0,"6042"
283316515,"50006","whale","shrimp",15,1,"1318"
283316515,"50006","shrimp","squirrel",16,1,"1423"
283316515,"50006","squirrel","flamingo",17,1,"1159"
283316515,"50006","flamingo","zebra",18,1,"921"
283316515,"50006","zebra","gorilla",19,1,"1043"
283316515,"50006","gorilla","orangutan",20,0,"1406"
283316515,"50006","orangutan","shark",21,1,"1265"
283316515,"50006","shark","lizard",22,1,"1328"
283316515,"50006","lizard","komodo dragon",23,0,"2935"
283316515,"50006","komodo dragon","bear",24,1,"1340"
283316515,"50006","bear","tiger",25,1,"1338"
283316515,"50006","tiger","lion",26,0,"1433"
283316515,"50006","lion","antelope",27,1,"1141"
283316515,"50006","antelope","deer",28,0,"1561"
283316515,"50006","deer","cheetah",29,1,"1493"
283316515,"50006","cheetah","jaguar",30,0,"1275"
283316515,"50006","jaguar","puma",31,0,"1257"
283316515,"50006","puma","mountain lion",32,0,"1341"
283316515,"50006","mountain lion","liger",33,0,"2443"
283316515,"50006","liger","swordfish",34,1,"1266"
283316515,"50006","swordfish","cod",35,0,"1367"
283316515,"50006","cod","salmon",36,0,"707"
283316515,"50006","salmon","giraffe",37,1,"1152"
283316515,"50006","giraffe","ape",38,1,"1389"
283316515,"50006","ape","wolf",39,1,"988"
283316515,"50006","wolf","koala bear",40,1,"1276"
283316515,"50006","koala bear","dolphin",41,1,"1090"
263972972,"681","dog","cat",2,0,"1269"
263972972,"681","cat","bird",3,0,"1071"
263972972,"681","bird","elephant",4,1,"1469"
263972972,"681","elephant","lion",5,0,"5104"
263972972,"681","lion","tiger",6,0,"1061"
263972972,"681","tiger","pig",7,1,"1747"
263972972,"681","pig","guinea pig",8,0,"1570"
263972972,"681","guinea pig","bird",9,1,"1154"
263972972,"681","bird","chick",10,0,"1528"
263972972,"681","chick","cub",11,0,"1467"
263972972,"681","cub","bear",12,0,"1245"
263972972,"681","bear","dolphin",13,1,"1234"
263972972,"681","dolphin","kangaroo",14,1,"939"
263972972,"681","kangaroo","owl",15,1,"735"
263972972,"681","owl","robin",16,0,"913"
263972972,"681","robin","sparrow",17,0,"877"
263972972,"681","sparrow","falcon",18,0,"732"
263972972,"681","falcon","eagle",19,0,"760"
263972972,"681","eagle","pigeon",20,0,"766"
263972972,"681","pigeon","dove",21,0,"689"
263972972,"681","dove","duck",22,0,"681"
263972972,"681","duck","penguin",23,0,"732"
263972972,"681","penguin","emu",24,0,"3194"
263972972,"681","emu","ostrich",25,0,"646"
263972972,"681","ostrich","giraffe",26,1,"1373"
263972972,"681","giraffe","wolf",27,1,"1720"
263972972,"681","wolf","cougar",28,0,"1792"
263972972,"681","cougar","panther",29,0,"927"
263972972,"681","panther","snake",30,1,"1583"
263972972,"681","snake","boa constrictor",31,0,"858"
263972972,"681","boa constrictor","gecko",32,0,"2999"
263972972,"681","gecko","lizard",33,0,"655"
263972972,"681","lizard","spider",34,1,"840"
263972972,"681","spider","ant",35,0,"836"
263972972,"681","ant","rabbit",36,1,"1328"
263972972,"681","rabbit","hare",37,0,"722"
263972972,"681","hare","toad",38,1,"842"
263972972,"681","toad","frog",39,0,"634"
263972972,"681","frog","toad",40,0,"758"
263972972,"681","toad","turtle",41,0,"2454"
263972972,"681","turtle","fish",42,1,"995"
263972972,"681","fish","clownfish",43,0,"570"
263972972,"681","clownfish","whale",44,0,"1249"
263972972,"681","whale","walrus",45,0,"2235"
263972972,"681","walrus","dodo",46,1,"1202"
263972972,"681","dodo","koala",47,1,"982"
263972972,"681","koala","wallaby",48,0,"1085"
263972972,"681","wallaby","rooster",49,1,"1296"
263972972,"681","rooster","chicken",50,0,"943"
263972972,"681","chicken","turkey",51,0,"733"
263972972,"681","turkey","duck-billed platypus",52,1,"2367"
263972972,"681","duck-billed platypus","porpoise",53,0,"4247"
263972972,"681","porpoise","geese",54,1,"947"
263972972,"681","geese","goose",55,0,"692"
263972972,"681","goose","moose",56,0,"704"
263972972,"681","moose","deer",57,0,"1493"
263972972,"681","deer","doe",58,0,"5073"
263972972,"681","doe","buck",59,0,"1668"
263972972,"50003","aardvark","ant",2,1,"1717"
263972972,"50003","ant","cat",3,1,"1629"
263972972,"50003","cat","dog",4,0,"904"
263972972,"50003","dog","mouse",5,0,"1101"
263972972,"50003","mouse","horse",6,1,"1550"
263972972,"50003","horse","lizard",7,1,"1444"
263972972,"50003","lizard","crocodile",8,0,"1759"
263972972,"50003","crocodile","fox",9,1,"980"
263972972,"50003","fox","wolf",10,1,"4292"
263972972,"50003","wolf","coyote",11,0,"1000"
263972972,"50003","coyote","panther",12,0,"1415"
263972972,"50003","panther","leopard",13,0,"1055"
263972972,"50003","leopard","lion",14,0,"1117"
